,county,fips,ST,lat,lng,population
2035,Henry,21103,KY,38.4485,-85.1189,15999
2036,Casey,21045,KY,37.3223,-84.9284,15968
2037,Otoe,31131,NE,40.6485,-96.1348,15965
2038,Smith,28129,MS,32.0177,-89.5067,15919
2039,Moniteau,29135,MO,38.6328,-92.5831,15907
2040,Telfair,13271,GA,31.9298,-82.939,15871
2041,Osage,20139,KS,38.6523,-95.7269,15855
2042,Claiborne,22027,LA,32.8227,-92.9958,15854
2043,Lawrence,17101,IL,38.72,-87.7268,15830
2044,Aitkin,27001,MN,46.6083,-93.4154,15826
2045,Jackson,22049,LA,32.302,-92.5579,15822
2046,Appomattox,51011,VA,37.3724,-78.8126,15814
2047,Kingfisher,40073,OK,35.9454,-97.9421,15811
2048,Floyd,51063,VA,36.9316,-80.3626,15766
2049,De Witt,17039,IL,40.1746,-88.9041,15764
2050,Washburn,55129,WI,45.8992,-91.7913,15726
2051,Pecos,48371,TX,30.781,-102.7236,15725
2052,Floyd,19067,IA,43.0599,-92.789,15713
2053,Richland,17159,IL,38.7124,-88.0851,15677
2054,Union,46127,SD,42.8326,-96.656,15659
2055,Grayson,51077,VA,36.6565,-81.2249,15651
2056,Clarke,28023,MS,32.0414,-88.6894,15612
2057,Lawrence,21127,KY,38.0679,-82.7348,15604
2058,Clark,17023,IL,39.3336,-87.7877,15602
2059,Pike,17149,IL,39.6225,-90.8863,15571
2060,Brooks,13027,GA,30.842,-83.5802,15548
2061,Karnes,48255,TX,28.9057,-97.8594,15547
2062,Reeves,48389,TX,31.3231,-103.6931,15546
2063,Grand,8049,CO,40.1026,-106.1183,15536
2064,Ashland,55003,WI,46.3148,-90.6781,15524
2065,Dent,29065,MO,37.6066,-91.5079,15518
2066,Mercer,17131,IL,41.2053,-90.7414,15503
2067,Jefferson,13163,GA,33.0549,-82.4182,15489
2068,Vermillion,18165,IN,39.8538,-87.464,15485
2069,Torrance,35057,NM,34.6405,-105.8508,15477
2070,West Feliciana,22125,LA,30.8798,-91.42,15441
2071,Marquette,55077,WI,43.8196,-89.3987,15380
2072,Burnett,55013,WI,45.8627,-92.3676,15363
2073,Nottoway,51135,VA,37.1431,-78.0512,15338
2074,San Juan,49037,UT,37.626,-109.8045,15295
2075,Wetzel,54103,WV,39.6053,-80.6391,15291
2076,Union,12125,FL,30.0438,-82.3714,15282
2077,Gooding,16047,ID,42.971,-114.8116,15280
2078,Roseau,27135,MN,48.7751,-95.8108,15259
2079,Page,19145,IA,40.7391,-95.1502,15205
2080,Redwood,27127,MN,44.4037,-95.2538,15193
2081,Macon,29121,MO,39.8308,-92.5646,15154
2082,Tipton,18159,IN,40.3114,-86.0519,15154
2083,Harrison,39067,OH,40.2938,-81.0911,15132
2084,Brown,18013,IN,39.1962,-86.2274,15093
2085,Bayfield,55007,WI,46.5237,-91.2009,15088
2086,Missaukee,26113,MI,44.3374,-85.0947,15075
2087,Gulf,12045,FL,29.9556,-85.2266,15073
2088,Carbon,56007,WY,41.6946,-106.9307,15073
2089,Jeff Davis,13161,GA,31.8056,-82.6369,15063
2090,Knott,21119,KY,37.354,-82.9541,15041
2091,Oglethorpe,13221,GA,33.8807,-83.0807,15040
2092,Williamsburg,51830,VA,37.2693,-76.7076,15034
2093,Alleghany,51005,VA,37.7878,-80.0062,15030
2094,Mills,19129,IA,41.0334,-95.6213,15023
2095,Arenac,26011,MI,44.0656,-83.8952,15013
2096,Livingston,29117,MO,39.7821,-93.5483,14969
2097,Bledsoe,47007,TN,35.5964,-85.2051,14961
2098,Mitchell,37121,NC,36.0133,-82.1636,14959
2099,Cleburne,1029,AL,33.6746,-85.5188,14952
2100,LaSalle,22059,LA,31.6768,-92.1604,14950
2101,Sequatchie,47153,TN,35.3712,-85.4106,14936
2102,Hamilton,19079,IA,42.3838,-93.7068,14905
2103,Nolan,48353,TX,32.3035,-100.4061,14901
2104,Sibley,27143,MN,44.5795,-94.2321,14871
2105,Kossuth,19109,IA,43.2041,-94.2067,14864
2106,Jackson,48239,TX,28.9542,-96.5776,14822
2107,Nelson,51125,VA,37.7874,-78.8868,14812
2108,Hale,1065,AL,32.7627,-87.6291,14754
2109,Choctaw,40023,OK,34.0266,-95.5522,14727
2110,Gogebic,26053,MI,46.4087,-89.6944,14715
2111,Clay,5021,AR,36.3682,-90.4175,14710
2112,Trinity,48455,TX,31.0888,-95.1355,14689
2113,Gasconade,29073,MO,38.4409,-91.5079,14673
2114,Calhoun,45017,SC,33.6749,-80.7803,14608
2115,Pendleton,21191,KY,38.6956,-84.3603,14587
2116,Union,21225,KY,37.6584,-87.9454,14582
2117,Renville,27129,MN,44.7268,-94.9471,14572
2118,Trigg,21221,KY,36.8064,-87.8733,14569
2119,Morgan,39115,OH,39.6204,-81.8527,14557
2120,Moultrie,17139,IL,39.6415,-88.6193,14557
2121,Bourbon,20011,KS,37.8552,-94.8493,14539
2122,Dickenson,51051,VA,37.1258,-82.3504,14524
2123,Fleming,21069,KY,38.3701,-83.6966,14519
2124,Butler,19023,IA,42.7316,-92.7902,14508
2125,Clarke,51043,VA,39.1123,-77.9967,14498
2126,Fulton,42057,PA,39.9253,-78.1127,14492
2127,Rolette,38079,ND,48.7725,-99.8409,14437
2128,Walthall,28147,MS,31.1484,-90.1061,14423
2129,Calhoun,28013,MS,33.9365,-89.3365,14417
2130,Noble,39121,OH,39.766,-81.4555,14410
2131,Carroll,17015,IL,42.0688,-89.9343,14398
2132,Hamilton,12047,FL,30.4964,-82.9479,14397
2133,Mono,6051,CA,37.9391,-118.8869,14395
2134,Cannon,47015,TN,35.8087,-86.0617,14374
2135,Madison,48313,TX,30.9655,-95.9284,14329
2136,Calhoun,12013,FL,30.406,-85.1972,14324
2137,Las Animas,8071,CO,37.3158,-104.0387,14323
2138,Crockett,47033,TN,35.8135,-89.1395,14310
2139,Falls Church,51610,VA,38.8847,-77.1751,14309
2140,Jefferson,12065,FL,30.4375,-83.8953,14278
2141,Oglala Lakota,46102,SD,43.3355,-102.5516,14277
2142,Craig,40035,OK,36.7618,-95.2085,14274
2143,Larue,21123,KY,37.5458,-85.6979,14269
2144,Zapata,48505,TX,27.0008,-99.1686,14243
2145,Swain,37173,NC,35.4868,-83.4928,14241
2146,Bamberg,45009,SC,33.2148,-81.0542,14236
2147,Saline,31151,NE,40.5241,-97.1409,14221
2148,McIntosh,13191,GA,31.4963,-81.4103,14217
2149,Estill,21065,KY,37.6924,-83.9643,14187
2150,Winn,22127,LA,31.9442,-92.6369,14165
2151,Cedar,29039,MO,37.7239,-93.8566,14144
2152,Pennington,27113,MN,48.0663,-96.0367,14110
2153,Clay,46027,SD,42.9146,-96.9756,14076
2154,Rusk,55107,WI,45.4752,-91.1331,14074
2155,Jasper,13159,GA,33.3164,-83.6881,14074
2156,Harrison,19085,IA,41.6829,-95.8168,14043
2157,Massac,17127,IL,37.2189,-88.7076,14041
2158,Tallahatchie,28135,MS,33.9505,-90.1733,14041
2159,Braxton,54007,WV,38.6999,-80.7193,14032
2160,Chowan,37041,NC,36.1508,-76.6079,13995
2161,Newton,18111,IN,40.9558,-87.3976,13981
2162,Screven,13251,GA,32.7505,-81.6119,13977
2163,Murray,40099,OK,34.4823,-97.0679,13972
2164,Washington,17189,IL,38.3522,-89.4105,13967
2165,Callahan,48059,TX,32.2977,-99.3735,13959
2166,Crawford,26039,MI,44.6836,-84.6103,13904
2167,Lamar,1075,AL,33.7792,-88.0969,13854
2168,Converse,56009,WY,42.9724,-105.5071,13842
2169,McKenzie,38053,ND,47.7402,-103.3953,13836
2170,Ketchikan Gateway,2130,AK,55.5852,-130.9288,13833
2171,Roane,54087,WV,38.714,-81.3483,13831
2172,Monroe,39111,OH,39.7274,-81.0829,13827
2173,Crenshaw,1041,AL,31.7315,-86.3135,13826
2174,Atoka,40005,OK,34.3736,-96.0378,13815
2175,O'Brien,19141,IA,43.0838,-95.6249,13796
2176,Hardy,54031,WV,39.0075,-78.8579,13789
2177,Newton,48351,TX,30.7864,-93.7447,13788
2178,Glades,12043,FL,26.9564,-81.189,13777
2179,Allamakee,19005,IA,43.2843,-91.3781,13761
2180,Franklin,16041,ID,42.1811,-111.8132,13736
2181,Faribault,27043,MN,43.6739,-93.948,13727
2182,White,17193,IL,38.0875,-88.1796,13712
2183,Glacier,30035,MT,48.7051,-112.9948,13706
2184,Wadena,27159,MN,46.5857,-94.9694,13681
2185,York,31185,NE,40.8727,-97.5971,13671
2186,Greene,28041,MS,31.2143,-88.6391,13619
2187,Osage,29151,MO,38.4604,-91.8618,13613
2188,Comanche,48093,TX,31.948,-98.5582,13597
2189,Izard,5065,AR,36.0948,-91.9134,13596
2190,Archuleta,8007,CO,37.1936,-107.0484,13588
2191,Pend Oreille,53051,WA,48.5323,-117.274,13588
2192,Dooly,13093,GA,32.1572,-83.7988,13571
2193,Stewart,47161,TN,36.5012,-87.8385,13553
2194,Perquimans,37143,NC,36.2058,-76.4411,13513
2195,Mason,17125,IL,40.2396,-89.9168,13486
2196,Ripley,29181,MO,36.6528,-90.8639,13484
2197,Bienville,22013,LA,32.3473,-93.0561,13391
2198,Kodiak Island,2150,AK,57.6807,-153.7972,13383
2199,Grundy,47061,TN,35.3884,-85.7226,13371
2200,Jackson,21109,KY,37.4198,-84.0058,13368
2201,Price,55099,WI,45.6804,-90.3614,13351
2202,Lewis,21135,KY,38.5315,-83.3781,13345
2203,Monroe,54063,WV,37.5604,-80.5505,13344
2204,Douglas,29067,MO,36.9326,-92.4988,13335
2205,Mississippi,29133,MO,36.8281,-89.2911,13328
2206,Big Horn,30003,MT,45.4234,-107.4897,13302
2207,Goshen,56015,WY,42.0879,-104.3533,13301
2208,Clay,1027,AL,33.2691,-85.8605,13285
2209,Lincoln,5079,AR,33.957,-91.7344,13278
2210,Morgan,21175,KY,37.9223,-83.2589,13270
2211,Howard,5061,AR,34.0888,-93.9936,13267
2212,Hughes,40063,OK,35.0484,-96.2502,13265
2213,Jackson,20085,KS,39.4168,-95.7937,13249
2214,Clay,17025,IL,38.7542,-88.4902,13217
2215,Madison,51113,VA,38.4137,-78.2792,13208
2216,Ford,17053,IL,40.5972,-88.2233,13155
2217,Moffat,8081,CO,40.6184,-108.2073,13150
2218,Fremont,16043,ID,44.2288,-111.4819,13111
2219,Macon,13193,GA,32.3584,-84.0425,13107
2220,Buffalo,55011,WI,44.3798,-91.7545,13087
2221,Wayne,29223,MO,37.1126,-90.4614,13058
2222,Vinton,39163,OH,39.251,-82.4853,13045
2223,Charlton,13049,GA,30.7817,-82.1377,13032
2224,Webster,21233,KY,37.5184,-87.6831,13021
2225,Lamb,48279,TX,34.0686,-102.3517,13018
2226,Cass,19029,IA,41.3315,-94.9278,12990
2227,Greene,17061,IL,39.3562,-90.3905,12988
2228,Amelia,51007,VA,37.336,-77.9761,12970
2229,Millard,49027,UT,39.0733,-113.1006,12963
2230,Camp,48063,TX,32.9732,-94.9785,12938
2231,Bleckley,13023,GA,32.4344,-83.3279,12870
2232,Dawson,48115,TX,32.7425,-101.9477,12849
2233,Breathitt,21025,KY,37.5216,-83.3241,12802
2234,Butler,21031,KY,37.2073,-86.6817,12756
2235,Choctaw,1023,AL,32.0197,-88.2632,12755
2236,Lake,46079,SD,44.022,-97.1294,12747
2237,Wilbarger,48487,TX,34.0808,-99.241,12717
2238,Summers,54089,WV,37.6559,-80.8586,12710
2239,Shoshone,16079,ID,47.353,-115.8924,12700
2240,Haskell,40061,OK,35.2248,-95.1166,12688
2241,Presque Isle,26141,MI,45.3401,-83.918,12687
2242,Caldwell,21033,KY,37.1453,-87.8679,12679
2243,Pamlico,37137,NC,35.1435,-76.7407,12673
2244,Martinsville,51690,VA,36.6826,-79.8636,12646
2245,Wright,19197,IA,42.7331,-93.7351,12644
2246,Sumter,1119,AL,32.5911,-88.1988,12595
2247,Lawrence,28077,MS,31.5502,-90.107,12595
2248,Stone,5137,AR,35.8599,-92.1568,12582
2249,Trinity,6105,CA,40.6507,-123.1126,12541
2250,Allen,20001,KS,37.8857,-95.3014,12503
2251,Pulaski,18131,IN,41.0418,-86.6988,12482
2252,Appanoose,19007,IA,40.7432,-92.8686,12462
2253,Bath,21011,KY,38.145,-83.7427,12421
2254,Terry,48445,TX,33.1738,-102.3352,12408
2255,Johnson,17087,IL,37.4597,-88.881,12391
2256,Pike,18125,IN,38.3988,-87.2322,12364
2257,Morris,48343,TX,33.1135,-94.7327,12357
2258,Koochiching,27071,MN,48.2453,-93.7834,12355
2259,Magoffin,21153,KY,37.7065,-83.0649,12346
2260,Little River,5081,AR,33.7009,-94.2352,12345
2261,Amite,28005,MS,31.1744,-90.8044,12341
2262,Todd,21219,KY,36.8356,-87.1792,12334
2263,Cass,17017,IL,39.9735,-90.2474,12324
2264,Union,19175,IA,41.0277,-94.2424,12303
2265,Fulton,5049,AR,36.3816,-91.8182,12301
2266,Lunenburg,51111,VA,36.9462,-78.2406,12294
2267,Powell,21197,KY,37.8311,-83.8237,12283
2268,Yalobusha,28161,MS,34.0282,-89.7076,12276
2269,Crawford,13079,GA,32.7145,-83.9863,12267
2270,Grundy,19075,IA,42.4019,-92.7914,12262
2271,Menard,17129,IL,40.0274,-89.8022,12261
2272,Meigs,47121,TN,35.5129,-84.8133,12237
2273,Conecuh,1035,AL,31.4293,-86.9937,12219
2274,Edmonson,21061,KY,37.2088,-86.2386,12195
2275,Bollinger,29017,MO,37.3222,-90.0259,12181
2276,Madison,29123,MO,37.4781,-90.345,12176
2277,Live Oak,48297,TX,28.3514,-98.1248,12175
2278,Boundary,16021,ID,48.7669,-116.4629,12156
2279,Northumberland,51133,VA,37.8874,-76.4195,12151
2280,Lewis,47101,TN,35.5273,-87.4931,12131
2281,Poquoson,51735,VA,37.1318,-76.3568,12121
2282,Red River,48387,TX,33.6207,-95.0503,12115
2283,Colfax,35007,NM,36.6061,-104.6468,12106
2284,Jefferson,30043,MT,46.1485,-112.0938,12069
2285,Washington,21229,KY,37.7534,-85.1748,12044
2286,Prowers,8099,CO,37.9552,-102.3934,12035
2287,Linn,29115,MO,39.8702,-93.1072,12004
2288,Rains,48379,TX,32.8704,-95.7934,12001
2289,Okfuskee,40107,OK,35.4654,-96.3228,11987
2290,Perry,28111,MS,31.172,-88.9923,11981
2291,Chickasaw,19037,IA,43.06,-92.3177,11970
2292,Charlotte,51037,VA,37.0116,-78.6616,11953
2293,Morgan,49029,UT,41.0893,-111.5732,11950
2294,Zavala,48507,TX,28.8662,-99.7605,11930
2295,Blackford,18009,IN,40.4736,-85.3248,11926
2296,Franklin,12037,FL,29.8764,-84.814,11914
2297,Skamania,53059,WA,46.023,-121.9148,11906
2298,Chippewa,27023,MN,45.0223,-95.5667,11876
2299,DeKalb,29063,MO,39.8932,-94.4047,11872
2300,Marion,20115,KS,38.3589,-97.0969,11865
2301,Northampton,51131,VA,37.343,-75.877,11826
2302,Towns,13281,GA,34.9167,-83.7373,11815
2303,Big Horn,56003,WY,44.5267,-107.9952,11809
2304,Lake,26085,MI,43.9901,-85.8016,11805
2305,Sanders,30089,MT,47.6748,-115.1333,11804
2306,Lyon,19119,IA,43.3805,-96.2102,11800
2307,Washington,37187,NC,35.8226,-76.5775,11788
2308,Heard,13149,GA,33.297,-85.1283,11785
2309,Teton,16081,ID,43.7594,-111.2076,11776
2310,Jackson,47087,TN,36.3592,-85.6731,11767
2311,Ward,48475,TX,31.5095,-103.1025,11745
2312,Blanco,48031,TX,30.2664,-98.3999,11733
2313,Barton,29011,MO,37.5023,-94.3471,11732
2314,Owyhee,16073,ID,42.5814,-116.1699,11724
2315,Decatur,47039,TN,35.603,-88.1088,11663
2316,Juab,49023,UT,39.7027,-112.7848,11623
2317,Grant,54023,WV,39.1051,-79.1956,11565
2318,Custer,30017,MT,46.2527,-105.5717,11563
2319,Marshall,17123,IL,41.0332,-89.3448,11562
2320,Shelby,19165,IA,41.6851,-95.3102,11544
2321,Desha,5041,AR,33.8309,-91.2551,11538
2322,Ramsey,38071,ND,48.2689,-98.7201,11521
2323,Gates,37073,NC,36.4449,-76.7005,11519
2324,Morrow,41049,OR,45.419,-119.5844,11425
2325,Martin,21159,KY,37.8016,-82.5132,11421
2326,Montgomery,29139,MO,38.9415,-91.4702,11414
2327,Greensville,51081,VA,36.6759,-77.5596,11403
2328,Wabash,17185,IL,38.4461,-87.8443,11390
2329,Rio Grande,8105,CO,37.5825,-106.3832,11300
2330,Cherokee,19035,IA,42.7356,-95.6238,11281
2331,Cottonwood,27033,MN,44.0071,-95.1812,11279
2332,Noble,40103,OK,36.3886,-97.2305,11263
2333,Nantucket,25019,MA,41.2831,-70.0692,11212
2334,Sussex,51183,VA,36.9218,-77.2618,11202
2335,Duval,48131,TX,27.6814,-98.5089,11194
2336,Pulaski,13235,GA,32.2323,-83.476,11185
2337,Jefferson Davis,28065,MS,31.5697,-89.823,11182
2338,Fergus,30027,MT,47.2636,-109.2245,11167
2339,Clay,37043,NC,35.0572,-83.7502,11150
2340,Bacon,13005,GA,31.5537,-82.4527,11140
2341,Madison,22065,LA,32.3644,-91.2427,11137
2342,Louisa,19115,IA,41.2185,-91.2596,11125
2343,Pope,27121,MN,45.586,-95.4445,11107
2344,Iron,26071,MI,46.2087,-88.5306,11099
2345,Richland,30083,MT,47.7879,-104.5614,11097
2346,Roosevelt,30085,MT,48.2945,-105.0164,11091
2347,Valley,16085,ID,44.7666,-115.5663,11085
2348,Alleghany,37005,NC,36.4916,-81.127,11085
2349,Washita,40149,OK,35.2904,-98.9922,11066
2350,Pushmataha,40127,OK,34.4162,-95.3759,11055
2351,Johnston,40069,OK,34.3165,-96.6606,11028
2352,Green,21087,KY,37.2641,-85.5531,11000
2353,Sierra,35051,NM,33.1305,-107.1924,10988
2354,Essex,51057,VA,37.9435,-76.9516,10960
2355,West Carroll,22123,LA,32.7885,-91.4568,10934
2356,Trousdale,47169,TN,36.3921,-86.1568,10910
2357,Watonwan,27165,MN,43.9784,-94.6141,10903
2358,Owen,21187,KY,38.5197,-84.8281,10847
2359,Box Butte,31013,NE,42.2198,-103.0857,10845
2360,Candler,13043,GA,32.4034,-82.0737,10834
2361,Bradley,5011,AR,33.4664,-92.1624,10805
2362,Custer,31041,NE,41.3943,-99.7262,10788
2363,Cumberland,17035,IL,39.2733,-88.2402,10787
2364,Mackinac,26097,MI,46.0805,-85.0867,10781
2365,Franklin,48159,TX,33.1755,-95.2184,10767
2366,Lincoln,53043,WA,47.5762,-118.4187,10732
2367,Switzerland,18155,IN,38.8262,-85.0369,10727
2368,Red Willow,31145,NE,40.1758,-100.4769,10725
2369,Pike,5109,AR,34.1635,-93.6564,10714
2370,Hancock,19081,IA,43.0819,-93.7343,10709
2371,Guthrie,19077,IA,41.6838,-94.5011,10702
2372,Coosa,1037,AL,32.9362,-86.2477,10696
2373,Carroll,21041,KY,38.6678,-85.1236,10691
2374,Carbon,30009,MT,45.2274,-109.0279,10689
2375,Lancaster,51103,VA,37.7345,-76.4632,10686
2376,Colfax,31037,NE,41.574,-97.0865,10681
2377,Evans,13109,GA,32.1568,-81.8869,10671
2378,Camden,37029,NC,36.3877,-76.2064,10654
2379,Middlesex,51119,VA,37.6303,-76.5697,10642
2380,Walsh,38099,ND,48.3695,-97.7213,10642
2381,Monroe,21171,KY,36.7122,-85.7165,10616
2382,Barnes,38003,ND,46.9361,-98.0715,10592
2383,Mitchell,19131,IA,43.3564,-92.789,10588
2384,Crawford,18025,IN,38.2924,-86.4517,10582
2385,Lake,27075,MN,47.641,-91.4458,10571
2386,Noxubee,28103,MS,33.1101,-88.5697,10566
2387,Oregon,29149,MO,36.6867,-91.4034,10561
2388,Wilcox,1131,AL,31.9893,-87.3082,10552
2389,Lanier,13173,GA,31.0379,-83.0627,10534
2390,Winnebago,19189,IA,43.3776,-93.7342,10474
2391,Sabine,48403,TX,31.3432,-93.8518,10470
2392,Chattahoochee,13053,GA,32.347,-84.787,10470
2393,Clay,48077,TX,33.7855,-98.2085,10444
2394,Chicot,5017,AR,33.267,-91.2937,10433
2395,Alcona,26001,MI,44.6854,-83.5937,10396
2396,Mountrail,38061,ND,48.2013,-102.3557,10348
2397,Perry,5105,AR,34.9476,-92.9312,10342
2398,Roberts,46109,SD,45.6296,-96.9461,10310
2399,Todd,46121,SD,43.1934,-100.7185,10308
2400,Butte,46019,SD,44.9058,-103.508,10295
2401,Runnels,48399,TX,31.8311,-99.9762,10280
2402,Scott,5127,AR,34.8607,-94.0633,10269
2403,Ralls,29173,MO,39.5277,-91.522,10258
2404,Nowata,40105,OK,36.7985,-95.6174,10243
2405,Latimer,40077,OK,34.876,-95.2504,10239
2406,Dimmit,48127,TX,28.4226,-99.7567,10232
2407,St. Helena,22091,LA,30.8219,-90.7103,10227
2408,Early,13099,GA,31.3228,-84.9037,10218
2409,Clinton,21053,KY,36.7275,-85.1361,10175
2410,Bullock,1011,AL,32.1005,-85.7157,10173
2411,Martin,18101,IN,38.708,-86.8031,10169
2412,Keokuk,19107,IA,41.3365,-92.1786,10163
2413,Iron,29093,MO,37.5552,-90.7735,10150
2414,Washington,16087,ID,44.4524,-116.7847,10128
2415,Love,40085,OK,33.9499,-97.2441,10128
2416,Holt,31089,NE,42.4557,-98.7838,10123
2417,Nemaha,20131,KS,39.7834,-96.0141,10109
2418,Emery,49015,UT,38.9967,-110.7007,10099
2419,Franklin,19069,IA,42.7325,-93.2625,10091
2420,Leslie,21131,KY,37.0941,-83.3811,10081
2421,Metcalfe,21169,KY,36.9905,-85.6292,10062
2422,Howard,29089,MO,39.1425,-92.6963,10022
2423,Montgomery,19137,IA,41.0301,-95.1564,10016
2424,Yuma,8125,CO,40.0029,-102.4243,10013
2425,Nome,2180,AK,64.9111,-164.0273,10009
2426,Marion,48315,TX,32.798,-94.3571,9987
2427,Carroll,28015,MS,33.4485,-89.9202,9972
2428,Caldwell,22021,LA,32.0924,-92.1166,9959
2429,Montgomery,28097,MS,33.4941,-89.6164,9956
2430,Lowndes,1085,AL,32.1547,-86.6501,9936
2431,Ochiltree,48357,TX,36.2784,-100.8157,9907
2432,Lewis,29111,MO,40.0969,-91.7221,9898
2433,Grundy,29079,MO,40.1139,-93.5653,9885
2434,Jackson,27063,MN,43.6742,-95.1541,9873
2435,Cumberland,51049,VA,37.5121,-78.2449,9869
2436,Sublette,56035,WY,42.7669,-109.9147,9865
2437,Kemper,28069,MS,32.7546,-88.6412,9829
2438,Tunica,28143,MS,34.6507,-90.375,9807
2439,Wilkes,13317,GA,33.7819,-82.7432,9797
2440,Yellow Medicine,27173,MN,44.7163,-95.8684,9775
2441,Stevens,27149,MN,45.5861,-96.0003,9770
2442,Ritchie,54085,WV,39.1783,-81.063,9747
2443,Webster,28155,MS,33.6131,-89.2848,9727
2444,Johnson,13167,GA,32.7015,-82.6601,9717
2445,Marshall,20117,KS,39.7836,-96.5229,9713
2446,Sac,19161,IA,42.3863,-95.1054,9711
2447,Grand,49019,UT,38.982,-109.5699,9698
2448,Linn,20107,KS,38.2123,-94.843,9687
2449,Calhoun,19025,IA,42.3852,-94.6404,9656
2450,Parmer,48369,TX,34.53,-102.7845,9639
2451,Catahoula,22025,LA,31.6662,-91.847,9586
2452,Brown,20013,KS,39.8265,-95.5642,9575
2453,White Pine,32033,NV,39.4422,-114.9017,9570
2454,Stillwater,30095,MT,45.669,-109.3952,9562
2455,Jasper,17079,IL,39.01,-88.1538,9547
2456,Clear Creek,8019,CO,39.6891,-105.6444,9533
2457,Rice,20159,KS,38.3472,-98.201,9532
2458,McLean,38055,ND,47.6069,-101.3218,9531
2459,Blaine,40011,OK,35.8752,-98.4334,9521
2460,Humboldt,19091,IA,42.7764,-94.2072,9518
2461,McCormick,45065,SC,33.8995,-82.31,9495
2462,Greenlee,4011,AZ,33.2152,-109.2402,9465
2463,St. Clair,29185,MO,38.0372,-93.776,9455
2464,Beaverhead,30001,MT,45.1327,-112.8988,9454
2465,Jones,37103,NC,35.0217,-77.3552,9453
2466,Hickory,29085,MO,37.9408,-93.3207,9452
2467,Cheyenne,31033,NE,41.2197,-102.995,9428
2468,Wayne,31179,NE,42.2093,-97.1193,9388
2469,Rock,27133,MN,43.6747,-96.2532,9386
2470,Clarke,19039,IA,41.029,-93.7852,9383
2471,Irwin,13155,GA,31.6023,-83.2764,9379
2472,North Slope,2185,AK,69.3122,-153.4811,9375
2473,Stephens,48429,TX,32.7359,-98.8362,9358
2474,Marshall,27089,MN,48.3581,-96.3685,9353
2475,Swift,27151,MN,45.2827,-95.6815,9329
2476,Pratt,20151,KS,37.6477,-98.7396,9324
2477,Charles Mix,46023,SD,43.2079,-98.5879,9324
2478,Emmet,19063,IA,43.378,-94.6785,9322
2479,Montmorency,26119,MI,45.0276,-84.1272,9270
2480,Brewster,48043,TX,29.8119,-103.2517,9231
2481,Benewah,16009,ID,47.2175,-116.6587,9231
2482,Hamilton,31081,NE,40.873,-98.0229,9219
2483,McLean,21149,KY,37.5292,-87.2636,9202
2484,Howard,19089,IA,43.3568,-92.3172,9201
2485,Livingston,21139,KY,37.2096,-88.3537,9172
2486,Pipestone,27117,MN,44.023,-96.2587,9163
2487,Deer Lodge,30023,MT,46.0608,-113.0678,9153
2488,Ozark,29153,MO,36.6493,-92.4447,9138
2489,Perry,1105,AL,32.6384,-87.2944,9104
2490,Alger,26003,MI,46.4086,-86.604,9098
2491,Montgomery,13209,GA,32.1734,-82.5348,9069
2492,Rosebud,30087,MT,46.2297,-106.7307,9065
2493,Caldwell,29025,MO,39.6557,-93.9827,9052
2494,Phelps,31137,NE,40.5111,-99.4146,9050
2495,Claiborne,28021,MS,31.9737,-90.9118,9042
2496,Forest,55041,WI,45.6673,-88.7704,9003
2497,Davis,19051,IA,40.7477,-92.4097,8977
2498,Montgomery,5097,AR,34.5389,-93.6595,8964
2499,Lee,5077,AR,34.7805,-90.7808,8963
2500,Somervell,48425,TX,32.2222,-97.7744,8958
2501,Richmond,51159,VA,37.9434,-76.7269,8951
2502,Wilkinson,13319,GA,32.8024,-83.1712,8945
2503,Palo Alto,19147,IA,43.0821,-94.6781,8941
2504,Crittenden,21055,KY,37.3527,-88.0972,8940
2505,Greene,19073,IA,42.0363,-94.3968,8923
2506,Woods,40151,OK,36.7669,-98.8651,8914
2507,Jack,48237,TX,33.2335,-98.1725,8888
2508,Cuming,31039,NE,41.9164,-96.7874,8882
2509,Clearwater,27029,MN,47.5776,-95.379,8872
2510,Modoc,6049,CA,41.5898,-120.725,8853
2511,Cloud,20029,KS,39.4803,-97.6493,8831
2512,Custer,46033,SD,43.6776,-103.4515,8826
2513,Dawson,30021,MT,47.2664,-104.8995,8824
2514,Kiowa,40075,OK,34.9164,-98.9809,8816
2515,Maries,29125,MO,38.1616,-91.9249,8791
2516,Allendale,45005,SC,32.9881,-81.3582,8789
2517,Jenkins,13165,GA,32.7925,-81.9635,8787
2518,Mathews,51115,VA,37.4354,-76.3437,8760
2519,Gallatin,21077,KY,38.7569,-84.8593,8760
2520,Archer,48009,TX,33.6153,-98.6877,8754
2521,Hancock,21091,KY,37.8415,-86.7779,8748
2522,Tyler,54095,WV,39.4653,-80.8848,8736
2523,Clearwater,16035,ID,46.6737,-115.6567,8735
2524,Wilkinson,28157,MS,31.1611,-91.3109,8727
2525,Carroll,29033,MO,39.427,-93.5052,8723
2526,Wilcox,13315,GA,31.9729,-83.4323,8701
2527,Benton,18007,IN,40.6063,-87.3109,8695
2528,Dawes,31045,NE,42.7198,-103.1354,8685
2529,Monona,19133,IA,42.0517,-95.9599,8675
2530,Terrell,13273,GA,31.777,-84.437,8654
2531,Monroe,29137,MO,39.4955,-92.0007,8630
2532,Yoakum,48501,TX,33.173,-102.8278,8612
2533,Wilson,20205,KS,37.5592,-95.7434,8600
2534,Clay,54015,WV,38.4625,-81.0751,8599
